Tipo_Nota,Formato,Chave_NFSe,Numero_NFSe,Serie_RPS,Data_Emissao,Data_Competencia,Municipio_Prestacao,cTribNac,xDescServ,cNBS_DPS,Cod_Servico_Mun,Desc_Servico,Cod_Item_Lei116,Cod_NBS,ISS_Retido,BC_ISS,Aliq_ISS,Valor_ISS,pAliq_ISS,tpRetISSQN,BC_CSRF,Valor_PIS,Valor_COFINS,Valor_CSLL,BC_IRRF,Valor_IRRF,BC_INSS,Valor_INSS,pTotTribSN,IBS_vBC,IBS_pIBSUF,IBS_pIBSMun,CBS_pCBS,Valor_Bruto,Valor_Liquido,Discriminacao,CNPJ_Prestador,IM_Prestador,Nome_Prestador,NomeFantasia_Prestador,UF_Prestador,Mun_Prestador,Email_Prestador,Simples_Nacional,CNPJ_Tomador,IM_Tomador,Nome_Tomador,Mun_Tomador,UF_Tomador,Email_Tomador,Arquivo_Origem
NFS-e,NFSe Nacional,52087071203394715000164000000000011126021771928223,111,70002,2026-02-24T10:17:03-03:00,2026-02-24,GOIÂNIA,140101,"SERVIÇO MANUTENÇÃO MANGUEIRA  PRED. REPARO....1.500,00",120015000,,"Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).",,1.2001.50.00-Serviços de manutenção e reparação de maquinários e equipamentos de uso industrial,2,1500.00,2.79,41.85,2.79,2,1500.00,,,,,,,,,,,,,1500.00,1458.15,"SERVIÇO MANUTENÇÃO MANGUEIRA  PRED. REPARO....1.500,00",03394715000164,621846,HIDRAUMAQ HIDRAULICOS E MAQUINAS LTDA,,GO,GOIÂNIA,liones@cultura.com.br,3,01082569000106,141372,HP MOBILIDADE LTDA,GOIÂNIA,,gcon@gestaosian.com.br,000000000011126021771928223 - HIDRAUMAQ HIDRAULICOS E MAQUINAS.xml
NFS-e,NFSe Nacional,52087071204554525000120000000000011626021772035254,116,70002,2026-02-25T16:00:59-03:00,2026-02-25,GOIÂNIA,130501,140 un. confecção de placas em PVC (Placas de sinalização extintores prediais) 01 a 90 / 01 a 50.,121012100,,"Composição gráfica, inclusive confecção de impressos gráficos, fotocomposição, clicheria, zincografia, litografia e fotolitografia, exceto se destinados a posterior operação de comercialização ou industrialização, ainda que incorporados, de qualquer forma, a outra mercadoria que deva ser objeto de posterior circulação, tais como bulas, rótulos, etiquetas, caixas, cartuchos, embalagens e manuais técnicos e de instrução, quando ficarão sujeitos ao ICMS.",,1.2101.21.00-Serviços de impressão,2,480.00,2.51,12.05,2.51,2,480.00,,,,,,,,,,,,,480.00,467.95,140 un. confecção de placas em PVC (Placas de sinalização extintores prediais) 01 a 90 / 01 a 50.,04554525000120,1935313,DIVULG LETREIROS LTDA,,GO,GOIÂNIA,divulgdigital@gmail.com,3,01082569000106,141372,HP MOBILIDADE LTDA,GOIÂNIA,,gcon@gestaosian.com.br,000000000011626021772035254 - DIVULG LETREIROS LTDA.xml
NFS-e,CompNFe,52087072237534106000185000000000011626039494416422,116,70000,2026-03-04T16:58:13,2026-03-03,GOIANIA,,,,060101,"Barbearia, cabeleireiros, manicuros, pedicuros e congêneres",06.01,,0,1300.00,0,0,,,1300.00,0,0,0,1300.00,0,1300.00,0,,,,,,1300.00,1300.00,Curso de maquiagem com Keythe Kashielle,37534106000185,,37.534.106 THIAGO DA SILVA BRASILEIRO,,,GOIANIA,,1,01082569000106,141372,H P TRANSPORTES COLETIVOS LTDA,GOIANIA,GO,,000000000011626039494416422 - 37.534.106 THIAGO DA SILVA BRASI.xml
NFS-e,NFSe Nacional,52087071233311382000123000000000012626021770804500,126,00001,2026-02-11T00:00:00-03:00,2026-02-11,GOIÂNIA,240101,"SERVICO DE CHAVEIRO 1 X 1.304,00 = 1.304,00 &lt;br /&gt; observacao: PEDIDO: 047724/1&lt;br /&gt;",126060000,,"Serviços de chaveiros, confecção de carimbos e congêneres.",,1.2606.00.00-Serviços pessoais não classificados em posições anteriores,2,1304.00,2.00,26.08,2.00,2,1304.00,,,,,,,,,,,,,1304.00,1277.92,"SERVICO DE CHAVEIRO 1 X 1.304,00 = 1.304,00 &lt;br /&gt; observacao: PEDIDO: 047724/1&lt;br /&gt;",33311382000123,823171,ABC CARIMBOS E CHAVEIROS LTDA,ABC CARIMBOS E CHAVEIROS,GO,GOIÂNIA,abccarimbos@gmail.com,3,01082569000106,141372,HP MOBILIDADE LTDA.,GOIÂNIA,,abcchavecarimbo@hotmail.com,000000000012626021770804500 - ABC CARIMBOS E CHAVEIROS LTDA.xml
NFS-e,NFSe Nacional,52087071204453164000125000000000017826021770720180,178,70002,2026-02-10T10:43:06-03:00,2026-02-10,GOIÂNIA,171401,"HONORARIOS ADVOCATICIOS, CONFORME CONTRATO DE PRESTACAO DE SEVICOS N 023/860-GO.",113019000,,Advocacia,,1.1301.90.00-Serviços jurídicos não classificados em subposições anteriores,1,10350.00,,,,1,10350.00,,,,,,,,,,,,,10350.00,9713.48,"HONORARIOS ADVOCATICIOS, CONFORME CONTRATO DE PRESTACAO DE SEVICOS N 023/860-GO.",04453164000125,1787918,CARRARO ADVOGADOS ASSOCIADOS,CARRARO ADVOGADOS ASSOCIADOS,GO,GOIÂNIA,paralegal@contalnet.com.br,1,01082569000106,141372,HP MOBILIDADE LTDA,GOIÂNIA,,gcon@gestaosian.com.br,000000000017826021770720180 - CARRARO ADVOGADOS ASSOCIADOS.xml
NFS-e,CompNFe,52087071204453164000125000000000018026021770804760,180,70002,2026-02-11T10:12:45,2026-02-11,GOIANIA,,,,171401,Advocacia,17.14,113019000,0,341.31,0,0,,,341.31,2.21,10.23,3.41,341.31,0,341.31,0,,,,,,341.31,325.46,"HONORARIOS ADVOCATICIOS, REFERENTE A COBRANCA ADMINISTRATIVA.",04453164000125,,CARRARO ADVOGADOS ASSOCIADOS,,,GOIANIA,,0,01082569000106,141372,H P TRANSPORTES COLETIVOS LTDA,GOIANIA,GO,,000000000018026021770804760 - CARRARO ADVOGADOS ASSOCIADOS.xml
NFS-e,NFSe Nacional,52087071261514688000112000000000018026021771841412,180,00001,2026-02-23T00:00:00-03:00,2026-02-23,GOIÂNIA,140201,43-MANUTENCAO EM CATRACA COM CONTRATO &lt;br /&gt; &lt;br /&gt;OUTRAS INFORMACOES&lt;br /&gt;SERVICO DE MANUTENCAO EM 350 CATRACAS ELETROMECANICAS DE 01 A 28 DE FEVEREIRO DE 2026. PAGAMENTO ATRAVES DE,120012000,,Assistência técnica.,,1.2001.20.00-Serviços de manutenção e reparação de computadores e seus periféricos e de maquinário para escritório,2,8156.57,2.65,216.15,2.65,2,8156.57,,,,,,,,,,,,,8156.57,7940.42,43-MANUTENCAO EM CATRACA COM CONTRATO &lt;br /&gt; &lt;br /&gt;OUTRAS INFORMACOES&lt;br /&gt;SERVICO DE MANUTENCAO EM 350 CATRACAS ELETROMECANICAS DE 01 A 28 DE FEVEREIRO DE 2026. PAGAMENTO ATRAVES DE,61514688000112,7159366,DISPLAY SERVICE LTDA,DISPLAY SERVICE,GO,GOIÂNIA,service@displaypaineis.com.br,3,01082569000106,141372,HP TRANSPORTES COLETIVOS LTDA.,GOIÂNIA,,breyner.teodoro@hptransportes.com.br,000000000018026021771841412 - DISPLAY SERVICE LTDA.xml
NFS-e,NFSe Nacional,52087071204453164000125000000000018126021770806228,181,70002,2026-02-11T10:37:04-03:00,2026-02-11,GOIÂNIA,171401,"HONORARIOS ADVOCATICIOS, REFERENTE A COBRANCA ADMINISTRATIVA.",113019000,,Advocacia,,1.1301.90.00-Serviços jurídicos não classificados em subposições anteriores,1,548.31,,,,1,548.31,,,,,,,,,,,,,548.31,522.83,"HONORARIOS ADVOCATICIOS, REFERENTE A COBRANCA ADMINISTRATIVA.",04453164000125,1787918,CARRARO ADVOGADOS ASSOCIADOS,CARRARO ADVOGADOS ASSOCIADOS,GO,GOIÂNIA,paralegal@contalnet.com.br,1,01082569000106,141372,HP MOBILIDADE LTDA,GOIÂNIA,,gcon@gestaosian.com.br,000000000018126021770806228 - CARRARO ADVOGADOS ASSOCIADOS.xml
NFS-e,NFSe Nacional,52087071253136927000110000000000019526021770828115,195,00001,2026-02-11T00:00:00-03:00,2026-02-11,GOIÂNIA,140301,"* REMANUFATURAMENTO VALVULA APU DELYVERI (CARRO 20783 ORDEM 38300) Qtd: 1,00 Unit: 690,00 Desc: 0,00 Total: 690,00",120013110,,"Recondicionamento de motores (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).",,1.2001.31.10-Serviços de manutenção e reparação de veículos rodoviários motorizados,2,690.00,3.75,25.88,3.75,2,690.00,,,,,,,,,,,,,690.00,664.12,"* REMANUFATURAMENTO VALVULA APU DELYVERI (CARRO 20783 ORDEM 38300) Qtd: 1,00 Unit: 690,00 Desc: 0,00 Total: 690,00",53136927000110,6429025,53136927 ROBERTA XAVIER SANTOS,,GO,GOIÂNIA,costa.e.lima@hotmail.com,3,01082569000106,141372,HP MOBILIDADE LTDA.,GOIÂNIA,,compras@gestaosian.com.br,000000000019526021770828115 - 53136927 ROBERTA XAVIER SANTOS.xml
NFS-e,NFSe Nacional,52087071253136927000110000000000022226021772191280,222,00001,2026-02-27T00:00:00-03:00,2026-02-27,GOIÂNIA,140301,"* REMANUFATURAMENTO DE CATRACA PARCIAL Qtd: 1,00 Unit: 79,56 Desc: 0,00 Total: 79,56",120013110,,"Recondicionamento de motores (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).",,1.2001.31.10-Serviços de manutenção e reparação de veículos rodoviários motorizados,2,79.56,3.75,2.98,3.75,2,79.56,,,,,,,,,,,,,79.56,76.58,"* REMANUFATURAMENTO DE CATRACA PARCIAL Qtd: 1,00 Unit: 79,56 Desc: 0,00 Total: 79,56",53136927000110,6429025,53136927 ROBERTA XAVIER SANTOS,,GO,GOIÂNIA,costa.e.lima@hotmail.com,3,01082569000106,141372,HP MOBILIDADE LTDA.,GOIÂNIA,,compras@gestaosian.com.br,000000000022226021772191280 - 53136927 ROBERTA XAVIER SANTOS.xml
NFS-e,NFSe Nacional,52087071241236473000170000000000022926021771583130,229,70002,2026-02-20T10:25:32-03:00,2026-02-20,GOIÂNIA,141401,SERVICO MANUTENCAO TACOGRAFO FROTAS: 20025 - 20521,106044000,,Guincho intramunicipal.,,1.0604.40.00-Serviços de reboque para veículos particulares e comerciais,2,300.00,2.00,6.00,2.00,2,300.00,,,,,,,,,,,,,300.00,294.00,SERVICO MANUTENCAO TACOGRAFO FROTAS: 20025 - 20521,41236473000170,5323819,PRIMO AUTO SOCORRO LTDA,PRIMO AUTO SOCORRO,GO,GOIÂNIA,primoautosocorro1@gmail.com,3,01082569000106,141372,HP MOBILIDADE LTDA,GOIÂNIA,,gcon@gestaosian.com.br,000000000022926021771583130 - PRIMO AUTO SOCORRO LTDA.xml
NFS-e,NFSe Nacional,52087071241236473000170000000000023126021771604891,231,70002,2026-02-20T16:28:15-03:00,2026-02-20,GOIÂNIA,141401,SERVICO GUINCHO FROTAS 20786 BRT 20061 20046 20593 20808 ELETRICO 20808 ELETRICO,106044000,,Guincho intramunicipal.,,1.0604.40.00-Serviços de reboque para veículos particulares e comerciais,2,4020.00,2.00,80.40,2.00,2,4020.00,,,,,,,,,,,,,4020.00,3939.60,SERVICO GUINCHO FROTAS 20786 BRT 20061 20046 20593 20808 ELETRICO 20808 ELETRICO,41236473000170,5323819,PRIMO AUTO SOCORRO LTDA,PRIMO AUTO SOCORRO,GO,GOIÂNIA,primoautosocorro1@gmail.com,3,01082569000106,141372,HP MOBILIDADE LTDA,GOIÂNIA,,gcon@gestaosian.com.br,000000000023126021771604891 - PRIMO AUTO SOCORRO LTDA.xml
NFS-e,NFSe Nacional,52087071241236473000170000000000024126021772100156,241,70002,2026-02-26T10:02:32-03:00,2026-02-26,GOIÂNIA,140101,SERVICO MANUTENCAO TACOGRAFO - FROTA 20033,120029000,,"Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).",,1.2002.90.00-Serviços de manutenção e reparação de outros bens de consumo não classificados em subposições anteriores,2,150.00,2.00,3.00,2.00,2,150.00,,,,,,,,,,,,,150.00,147.00,SERVICO MANUTENCAO TACOGRAFO - FROTA 20033,41236473000170,5323819,PRIMO AUTO SOCORRO LTDA,PRIMO AUTO SOCORRO,GO,GOIÂNIA,primoautosocorro1@gmail.com,3,01082569000106,141372,HP MOBILIDADE LTDA,GOIÂNIA,,gcon@gestaosian.com.br,000000000024126021772100156 - PRIMO AUTO SOCORRO LTDA.xml
NFS-e,NFSe Nacional,35167052224174247000192000000000027126035588269620,271,900,2026-03-05T08:41:48-03:00,2026-03-05,Garça,010301,"ACESSO BASICO 10/1440 Afiralink DUO ( XaaS) - Monitoramento de poco R$200,00",115090000,,"Processamento de dados, textos, imagens, vídeos, páginas eletrônicas, aplicativos e sistemas de informação, entre outros formatos, e congêneres.",,Serviços de processamento de dados,1,,,,,1,200.00,,,,,,,,,,,,,200.00,200.00,"ACESSO BASICO 10/1440 Afiralink DUO ( XaaS) - Monitoramento de poco R$200,00",24174247000192,,AFIRA TECNOLOGIA LTDA,,SP,Garça,FER.OLIVEIRA@UOL.COM.BR,3,01082569000106,,H P TRANSPORTES COLETIVOS LTDA,Garça,,contratos@hptransportes.com.br,000000000027126035588269620 - AFIRA TECNOLOGIA LTDA.xml
NFS-e,NFSe Nacional,52014051246636689000146000000000029926021771939675,299,70007,2026-02-24T13:27:53-03:00,2026-02-24,GOIÂNIA,070201,Pedido: 48410  PINTURA EPOXI  DADOS BANCÁRIOS: Banco SICOOB Agencia: 3299 Conta Corrente: 27.489-5 CNPJ: 46.636.689/0001-46 Razão Social: Pox Pisos Revestimentos Industriais Ltda. PIX (CNPJ): 46.636.6,101073000,,"Execução, por administração, de obras de construção civil, hidráulica ou elétrica e de outras obras semelhantes, inclusive sondagem, perfuração de poços, escavação, drenagem e irrigação, terraplanagem, pavimentação, concretagem e a instalação e montagem de produtos, peças e equipamentos (exceto o fornecimento de mercadorias produzidas pelo prestador de serviços fora do local da prestação dos serviços, que fica sujeito ao ICMS).",,1.0107.30.00-Serviços de pintura,1,6300.00,2.01,126.63,2.01,1,6300.00,,,,,,,,,,,,,6300.00,6079.50,Pedido: 48410  PINTURA EPOXI  DADOS BANCÁRIOS: Banco SICOOB Agencia: 3299 Conta Corrente: 27.489-5 CNPJ: 46.636.689/0001-46 Razão Social: Pox Pisos Revestimentos Industriais Ltda. PIX (CNPJ): 46.636.6,46636689000146,14414076,POX PISOS REVESTIMENTOS INDUSTRIAIS LTDA,POX PISOS,GO,APARECIDA DE GOIÂNIA,comercial@poxpiso.com.br,3,01082569000106,,HP TRANSPORTES COLETIVOS LTDA,GOIÂNIA,,carla.silva@gestaosian.com,000000000029926021771939675 - POX PISOS REVESTIMENTOS INDUSTRI.xml
NFS-e,NFSe Nacional,52204541250558935000166000000000034626029112578006,346,00002,2026-02-02T08:36:34-03:00,2026-02-02,GOIANIA,140201,MÃO DE OBRA ESPECIALIZADA PARA ATENDIMENTO TECNICO EM CONTRATO DE MANUTENÇÃO REFERENTE AO MÊS DE FEVEREIRO/26.,,,Assistência técnica.,,,1,472.00,2.26,10.67,,1,472.00,,,,,,,,,,,,,472.00,472.00,MÃO DE OBRA ESPECIALIZADA PARA ATENDIMENTO TECNICO EM CONTRATO DE MANUTENÇÃO REFERENTE AO MÊS DE FEVEREIRO/26.,50558935000166,030012230,SIDNEY DA SILVA LIMA,SIDCOMTELECOM,GO,SENADOR CANEDO,,3,01082569000106,,H p Transportes Coletivos LTDA,GOIANIA,,,000000000034626029112578006 - SIDNEY DA SILVA LIMA.xml
NFS-e,NFSe Nacional,52204541250558935000166000000000038126031478621244,381,00002,2026-03-02T11:11:03-03:00,2026-03-02,GOIANIA,140201,MÃO DE OBRA ESPECIALIZADA PARA ATENDIMENTO TECNICO EM CONTRATO DLE MANUTENÇÃO REFERENTE AO MÊS DE MARÇO/26,120017000,,Assistência técnica.,,Serviços de manutenção e reparação de equipamentos e aparelhos de telecomunicações,1,472.00,2.26,10.67,,1,472.00,,,,,,,,,,,,,472.00,472.00,MÃO DE OBRA ESPECIALIZADA PARA ATENDIMENTO TECNICO EM CONTRATO DLE MANUTENÇÃO REFERENTE AO MÊS DE MARÇO/26,50558935000166,030012230,SIDNEY DA SILVA LIMA,SIDCOMTELECOM,GO,SENADOR CANEDO,,3,01082569000106,,H p Transportes Coletivos LTDA,GOIANIA,,,000000000038126031478621244 - SIDNEY DA SILVA LIMA.xml
NFS-e,NFSe Nacional,52087071216726508000101000000000041826021771861835,418,00001,2026-02-23T00:00:00-03:00,2026-02-23,GOIÂNIA,130501,"2PC PLACA DE POLICARBONATO ADESIVADA COM FACA APROVEITANDO ESTRUTURA EXISTENTE R$ 648,00;",121011000,,"Composição gráfica, inclusive confecção de impressos gráficos, fotocomposição, clicheria, zincografia, litografia e fotolitografia, exceto se destinados a posterior operação de comercialização ou industrialização, ainda que incorporados, de qualquer forma, a outra mercadoria que deva ser objeto de posterior circulação, tais como bulas, rótulos, etiquetas, caixas, cartuchos, embalagens e manuais técnicos e de instrução, quando ficarão sujeitos ao ICMS.",,1.2101.10.00-Serviços de editoração,2,648.00,4.90,31.75,4.90,2,648.00,,,,,,,,,,,,,648.00,616.25,"2PC PLACA DE POLICARBONATO ADESIVADA COM FACA APROVEITANDO ESTRUTURA EXISTENTE R$ 648,00;",16726508000101,3356639,JOY DIGITAL COMUNICACAO VISUAL LTDA,JOY,GO,GOIÂNIA,atendimento@joydigital.com.br,3,01082569000106,141372,HP MOBILIDADE LTDA.,GOIÂNIA,,,000000000041826021771861835 - JOY DIGITAL COMUNICACAO VISUAL L.xml
NFS-e,NFSe Nacional,52087071237037090000103000000000045126021770629081,451,00001,2026-02-09T00:00:00-03:00,2026-02-09,GOIÂNIA,140101,"* MAO DE OBRA SETOR DIRECAO Qtd: 1,00 Unit: 300,00 Desc: 0,00 Total: 300,00\n* SERVICO DE BALANCEAMENTO Qtd: 1,00 Unit: 250,00 Desc: 0,00 Total: 250,00",120011000,,"Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).",,"1.2001.10.00-Serviços de manutenção e reparação de produtos metálicos, exceto maquinários e equipamentos",2,550.00,5.00,27.50,5.00,2,550.00,,,,,,,,,,,,,550.00,522.50,"* MAO DE OBRA SETOR DIRECAO Qtd: 1,00 Unit: 300,00 Desc: 0,00 Total: 300,00\n* SERVICO DE BALANCEAMENTO Qtd: 1,00 Unit: 250,00 Desc: 0,00 Total: 250,00",37037090000103,833088,ELETROTURBO ELETRICA E TURBINA EIRELI - EPP,ELETROTURBO,GO,GOIÂNIA,paralegal@grupomgbr.com,1,01082569000106,141372,HP TRANSPORTES COLETIVOS LTDA,GOIÂNIA,,financeiro@hptransportes.com.br,000000000045126021770629081 - ELETROTURBO ELETRICA E TURBINA E.xml
NFS-e,NFSe Nacional,52014051236037865000170000000000045326021771927495,453,70007,2026-02-24T10:04:59-03:00,2026-02-24,APARECIDA DE GOIÂNIA,170901,"Inspeção técnica e laudo NR-12 de maquinas e equipamentos SERVIÇOS DE ENGENHARIA - PERICIA, LAUDOS E EXAMES E ANALISE TECNICA REFERENTE AO MES DE JANEIRO.",114044300,,"Perícias, laudos, exames técnicos e análises técnicas.",,1.1404.43.00-Serviços de análise e de exames técnicos de sistemas elétricos e mecânicos,1,2800.00,4.06,113.68,4.06,1,2800.00,,,,,,,,,,,,,2800.00,2800.00,"Inspeção técnica e laudo NR-12 de maquinas e equipamentos SERVIÇOS DE ENGENHARIA - PERICIA, LAUDOS E EXAMES E ANALISE TECNICA REFERENTE AO MES DE JANEIRO.",36037865000170,14325683,JSANTOS ENGENHARIA PROJETOS E INSTALACOES LTDA,JSANTOS ENGENHARIA,GO,APARECIDA DE GOIÂNIA,contabilidade@masterbusiness.cnt.br,3,01082569000106,,HP MOBILIDADE LTDA,APARECIDA DE GOIÂNIA,,bruna.morais@hpmobilidade.com.br,000000000045326021771927495 - JSANTOS ENGENHARIA PROJETOS E IN.xml
NFS-e,NFSe Nacional,52087071201260724000137000000000053426021770634332,534,00001,2026-02-09T00:00:00-03:00,2026-02-09,GOIÂNIA,130501,"Servico 1 - Tag Balinha Riscos ocupacionais, 7x7cm, papel offset 90g, 4/0 cores QTD: 600 UN Valor Unit: 0.29 Valor Total: 175 &#13; &#13;  Ordens de servicos: 4072&#13; NUMERO DO PEDIDO 047362 /1&#13;",121012100,,"Composição gráfica, inclusive confecção de impressos gráficos, fotocomposição, clicheria, zincografia, litografia e fotolitografia, exceto se destinados a posterior operação de comercialização ou industrialização, ainda que incorporados, de qualquer forma, a outra mercadoria que deva ser objeto de posterior circulação, tais como bulas, rótulos, etiquetas, caixas, cartuchos, embalagens e manuais técnicos e de instrução, quando ficarão sujeitos ao ICMS.",,1.2101.21.00-Serviços de impressão,2,175.00,3.86,6.76,3.86,2,175.00,,,,,,,,,,,,,175.00,168.24,"Servico 1 - Tag Balinha Riscos ocupacionais, 7x7cm, papel offset 90g, 4/0 cores QTD: 600 UN Valor Unit: 0.29 Valor Total: 175 &#13; &#13;  Ordens de servicos: 4072&#13; NUMERO DO PEDIDO 047362 /1&#13;",01260724000137,1133403,"PREVIEW CRIACAO, ARTE & FOTOLITO LTDA - ME",,GO,GOIÂNIA,rhemacontabil@hotmail.com,3,01082569000106,141372,HP MOBILIDADE LTDA.,GOIÂNIA,,,"000000000053426021770634332 - PREVIEW CRIACAO, ARTE &amp; FOTO.xml"
NFS-e,NFSe Nacional,52087071201260724000137000000000057726021772029012,577,00001,2026-02-25T00:00:00-03:00,2026-02-25,GOIÂNIA,130501,"Servico 1 - Adesivo Bolo - 7x7cm, Impressao Digital Latex, Adesivo de vinil leitoso, recort eletronico QTD: 850 UN Valor Unit: 0.51 Valor Total: 430 &#13; &#13;  Ordens de servicos: 4135&#13; &#13; P ",121012100,,"Composição gráfica, inclusive confecção de impressos gráficos, fotocomposição, clicheria, zincografia, litografia e fotolitografia, exceto se destinados a posterior operação de comercialização ou industrialização, ainda que incorporados, de qualquer forma, a outra mercadoria que deva ser objeto de posterior circulação, tais como bulas, rótulos, etiquetas, caixas, cartuchos, embalagens e manuais técnicos e de instrução, quando ficarão sujeitos ao ICMS.",,1.2101.21.00-Serviços de impressão,2,430.00,3.86,16.60,3.86,2,430.00,,,,,,,,,,,,,430.00,413.40,"Servico 1 - Adesivo Bolo - 7x7cm, Impressao Digital Latex, Adesivo de vinil leitoso, recort eletronico QTD: 850 UN Valor Unit: 0.51 Valor Total: 430 &#13; &#13;  Ordens de servicos: 4135&#13; &#13; P ",01260724000137,1133403,"PREVIEW CRIACAO, ARTE & FOTOLITO LTDA - ME",,GO,GOIÂNIA,rhemacontabil@hotmail.com,3,01082569000106,141372,HP MOBILIDADE LTDA.,GOIÂNIA,,,"000000000057726021772029012 - PREVIEW CRIACAO, ARTE &amp; FOTO.xml"
NFS-e,NFSe Nacional,52087071214930505000160000000000061726021770728169,617,00001,2026-02-10T00:00:00-03:00,2026-02-10,GOIÂNIA,140101,01 - ACOMPANHAMENTO MENSAL DE VERIFICACAO DE BARRILETES E CENTRAL DE ALARME DE INCENDIO.,120018900,,"Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).",,1.2001.89.00-Serviços de manutenção e reparação de outros maquinários e equipamentos não classificados em subposições anteriores,2,950.00,4.01,38.10,4.01,2,950.00,,,,,,,,,,,,,950.00,911.90,01 - ACOMPANHAMENTO MENSAL DE VERIFICACAO DE BARRILETES E CENTRAL DE ALARME DE INCENDIO.,14930505000160,3288404,JR PROJETOS E SISTEMAS DE COMBATE A INCENDIO LTDA,JR PROJ E SITEMAS DE COMBATE A INCENDIO,GO,GOIÂNIA,jrextintor@hotmail.com,3,01082569000106,141372,HP MOBILIDADE LTDA.,GOIÂNIA,,,000000000061726021770728169 - JR PROJETOS E SISTEMAS DE COMBAT.xml
NFS-e,NFSe Nacional,31702062227390534000128000000000065026035202984796,650,99,2026-03-01T03:30:37-03:00,2026-03-01,Uberlândia,010501,"1 Mensalidade GEC. 1.000,00
1 Mensalidade Permissão Trabalho Digital (PPT). 750,00


PRESTAÇÃO DE SERVIÇOS DE CESSÃO DE DIREITO DE USO DA PLATAFORMA DE GESTÃO DE EMPRESAS CONTRATADAS (GEC) E PERMISSAO",111032200,,Licenciamento ou cessão de direito de uso de programas de computação.,,Licenciamento de direitos de uso de programas de computador (software),1,1750.00,2.00,35.00,,1,1750.00,,,,,,,,,,,,,1750.00,1750.00,"1 Mensalidade GEC. 1.000,00
1 Mensalidade Permissão Trabalho Digital (PPT). 750,00


PRESTAÇÃO DE SERVIÇOS DE CESSÃO DE DIREITO DE USO DA PLATAFORMA DE GESTÃO DE EMPRESAS CONTRATADAS (GEC) E PERMISSAO",27390534000128,,GAP GESTAO EM SISTEMAS LTDA,,MG,Uberlândia,LEGALIZACAO@VCONCONTABILIDADE.COM.BR,1,01082569000106,,H P TRANSPORTES COLETIVOS LTDA,Uberlândia,,contratos@hpmobilidade.com.br,000000000065026035202984796 - GAP GESTAO EM SISTEMAS LTDA.xml
NFS-e,NFSe Nacional,52087071273471963006420000000000065926021771945234,659,00001,2026-02-23T00:00:00-03:00,2026-02-23,GOIÂNIA,080201,Especializado para Condutores de Veiculos de Transporte Coletivo de Passageiros  Dentro da Unidade Imunidade Tributaria conforme artigo 150 inciso VI alinea c da CF sem incidencia de ISS,122051900,,"Instrução, treinamento, orientação pedagógica e educacional, avaliação de conhecimentos de qualquer natureza.",,"1.2205.19.00-Serviços de educação, inclusive treinamento não classificados em subposições anteriores",1,,,,,1,3850.00,,,,,,,,,,,,,3850.00,3850.00,Especializado para Condutores de Veiculos de Transporte Coletivo de Passageiros  Dentro da Unidade Imunidade Tributaria conforme artigo 150 inciso VI alinea c da CF sem incidencia de ISS,73471963006420,1455745,SENAT - SERVICO NACIONAL DE APRENDIZAGEM DO TRANSPORTE,SENAT,GO,GOIÂNIA,goiania.go@sestsenat.org.br,1,01082569000106,141372,HP,GOIÂNIA,,ana.paula@hptransportes.com.br,000000000065926021771945234 - SENAT - SERVICO NACIONAL DE APRE.xml
